time,year,month,lat,lon,lw_down,sw_down,t,wind,q,pstar,Rainf_GPCC,precip,date_time_utc,date_time_local,cosz,diff_rad
1447200,2004,6,-22.698538,-47.642881,359.14883,555.3491919,299.6905017,1.131905196,0.011327872,94995.70341,0,3.89E-06,06/17/2004 18:00,06/17/2004 15:00,0.472570839,84.06034902
1458000,2004,6,-22.698538,-47.642881,347.49808,138.280762,296.7359188,0.808663513,0.011558715,95003.1546,0,3.02E-06,06/17/2004 21:00,06/17/2004 18:00,0,138.280762
1468800,2004,6,-22.698538,-47.642881,322.67847,0,291.9644836,0.570823324,0.010480571,95130.67488,0,0,06/18/2004 0:00,06/17/2004 21:00,0,0
1479600,2004,6,-22.698538,-47.642881,313.2043,0,288.5653585,0.62352405,0.009718241,95174.51078,0,0,06/18/2004 3:00,06/18/2004 0:00,0,0
1490400,2004,6,-22.698538,-47.642881,305.90067,0,286.2276261,0.800502143,0.009081137,95087.60826,0,0,06/18/2004 6:00,06/18/2004 3:00,0,0
1501200,2004,6,-22.698538,-47.642881,298.47617,0,283.9472138,0.7394546,0.008443331,95101.40516,0,0,06/18/2004 9:00,06/18/2004 6:00,0,0
1512000,2004,6,-22.698538,-47.642881,306.35245,104.4302232,288.1771975,0.252319643,0.011160409,95343.35851,0,0,06/18/2004 12:00,06/18/2004 9:00,0.417099289,98.69219405
1522800,2004,6,-22.698538,-47.642881,341.20728,515.4776096,297.4092731,0.199547279,0.012628987,95348.51492,0,0,06/18/2004 15:00,06/18/2004 12:00,0.692407511,231.3214256
1533600,2004,6,-22.698538,-47.642881,354.94943,542.2041573,298.9477714,1.366379667,0.011599928,95184.77384,0,0,06/18/2004 18:00,06/18/2004 15:00,0.472307315,82.27483023
1544400,2004,6,-22.698538,-47.642881,340.0135,136.0361581,293.9033818,1.946046876,0.011913045,95257.8297,0,0,06/18/2004 21:00,06/18/2004 18:00,0,136.0361581
1555200,2004,6,-22.698538,-47.642881,338.8942,0,289.7021777,2.152225743,0.012355888,95421.99882,0,0,06/19/2004 0:00,06/18/2004 21:00,0,0
1566000,2004,6,-22.698538,-47.642881,353.21735,0,287.9005918,0.652785629,0.010797049,95407.18352,0,0,06/19/2004 3:00,06/19/2004 0:00,0,0
1576800,2004,6,-22.698538,-47.642881,375.78094,0.027728215,287.0965217,0.642246571,0.010603851,95409.60085,0,0,06/19/2004 6:00,06/19/2004 3:00,0,0.027728215
1587600,2004,6,-22.698538,-47.642881,378.56122,0,286.8917568,0.566819602,0.010403822,95439.06643,0,0,06/19/2004 9:00,06/19/2004 6:00,0,0
1598400,2004,6,-22.698538,-47.642881,364.40396,72.66046067,288.7995148,0.691353483,0.010378851,95676.08428,0,0,06/19/2004 12:00,06/19/2004 9:00,0.416918155,72.66046067
1609200,2004,6,-22.698538,-47.642881,355.3248,501.0240507,295.1149734,0.561698221,0.011705444,95647.64731,0,0,06/19/2004 15:00,06/19/2004 12:00,0.69219045,263.4089958
1620000,2004,6,-22.698538,-47.642881,343.63586,579.747109,297.7574994,0.514081261,0.011495087,95438.38003,0,0,06/19/2004 18:00,06/19/2004 15:00,0.472118976,88.30463031
1630800,2004,6,-22.698538,-47.642881,337.6408,144.6887995,293.7785963,0.560964276,0.011108489,95428.9793,0,0,06/19/2004 21:00,06/19/2004 18:00,0,144.6887995
1641600,2004,6,-22.698538,-47.642881,320.6456,0,289.5405458,0.626050956,0.010392935,95473.05829,0,0,06/20/2004 0:00,06/19/2004 21:00,0,0
1652400,2004,6,-22.698538,-47.642881,312.00717,0,287.2697734,0.864766331,0.010521556,95463.76018,0,0,06/20/2004 3:00,06/20/2004 0:00,0,0
1663200,2004,6,-22.698538,-47.642881,310.43127,0.016108766,285.5820227,0.755948158,0.009633254,95379.28313,0,0,06/20/2004 6:00,06/20/2004 3:00,0,0.016108766
1674000,2004,6,-22.698538,-47.642881,300.867,0,283.9275318,0.694195741,0.008733181,95355.34896,0,0,06/20/2004 9:00,06/20/2004 6:00,0,0
1684800,2004,6,-22.698538,-47.642881,295.77597,104.0650233,287.7327801,0.54017269,0.010182719,95490.24756,0,0,06/20/2004 12:00,06/20/2004 9:00,0.416809435,98.16423561
1695600,2004,6,-22.698538,-47.642881,329.89114,510.7253232,295.8159042,0.628495856,0.012252533,95425.80023,0,0,06/20/2004 15:00,06/20/2004 12:00,0.692060158,228.287909
1706400,2004,6,-22.698538,-47.642881,344.20953,541.7252646,298.032982,0.636541786,0.011962815,95177.03075,0,0,06/20/2004 18:00,06/20/2004 15:00,0.47200593,82.284595
1717200,2004,6,-22.698538,-47.642881,339.94235,136.0608728,295.7118474,0.580128426,0.011956507,95125.03607,0,0,06/20/2004 21:00,06/20/2004 18:00,0,136.0608728
1728000,2004,6,-22.698538,-47.642881,321.1473,0,289.6871584,0.739751012,0.010495306,95223.49312,0,0,06/21/2004 0:00,06/20/2004 21:00,0,0
1738800,2004,6,-22.698538,-47.642881,311.99335,1.57E-05,287.7397307,0.697676003,0.010540997,95216.73871,0,0,06/21/2004 3:00,06/21/2004 0:00,0,1.57E-05
1749600,2004,6,-22.698538,-47.642881,306.337,0,286.390699,0.681412568,0.009930882,95138.10962,0,0,06/21/2004 6:00,06/21/2004 3:00,0,0
1760400,2004,6,-22.698538,-47.642881,304.23544,0,285.3599543,0.670581409,0.009575473,95168.4067,0,0,06/21/2004 9:00,06/21/2004 6:00,0,0
1771200,2004,6,-22.698538,-47.642881,332.22766,87.75446604,289.8301779,0.54367276,0.01172312,95349.40292,0,0,06/21/2004 12:00,06/21/2004 9:00,0.416773189,86.12979868
1782000,2004,6,-22.698538,-47.642881,366.4719,433.0353586,297.2814257,0.90746628,0.013773412,95336.18527,0,0,06/21/2004 15:00,06/21/2004 12:00,0.692016718,261.0465753
1792800,2004,6,-22.698538,-47.642881,390.5617,402.8957119,298.289082,0.985065328,0.012376941,95145.68389,0,0,06/21/2004 18:00,06/21/2004 15:00,0.471968241,89.65702453
1803600,2004,6,-22.698538,-47.642881,392.43915,82.79592923,295.3369558,0.671280711,0.012699503,95135.41234,0,0,06/21/2004 21:00,06/21/2004 18:00,0,82.79592923
1814400,2004,6,-22.698538,-47.642881,368.175,0,291.5319747,0.658844942,0.011399644,95190.06056,0,0,06/22/2004 0:00,06/21/2004 21:00,0,0
1825200,2004,6,-22.698538,-47.642881,356.00665,0,289.9765095,0.960378653,0.011431423,95129.07176,0,0,06/22/2004 3:00,06/22/2004 0:00,0,0
1836000,2004,6,-22.698538,-47.642881,344.35556,0.018290353,289.6612818,0.962300322,0.011021406,95060.37336,0,0,06/22/2004 6:00,06/22/2004 3:00,0,0.018290353
1846800,2004,6,-22.698538,-47.642881,327.42712,0,289.4157724,0.928237797,0.010560699,94998.88295,0,0,06/22/2004 9:00,06/22/2004 6:00,0,0
1857600,2004,6,-22.698538,-47.642881,390.5742,64.03138889,290.7275934,0.707459975,0.011790494,95195.85645,0,0,06/22/2004 12:00,06/22/2004 9:00,0.416809435,64.03138889
1868400,2004,6,-22.698538,-47.642881,398.16968,429.0885691,294.9241549,0.513800256,0.013460997,95249.27207,0,0,06/22/2004 15:00,06/22/2004 12:00,0.692060158,329.3004707
1879200,2004,6,-22.698538,-47.642881,382.8867,556.9930901,296.8830238,0.491892938,0.012620805,95105.63954,0,0,06/22/2004 18:00,06/22/2004 15:00,0.47200593,84.52642317
1890000,2004,6,-22.698538,-47.642881,380.02704,125.7945875,295.0652408,0.427959775,0.01282632,95106.65461,0,0,06/22/2004 21:00,06/22/2004 18:00,0,125.7945875
1900800,2004,6,-22.698538,-47.642881,344.04318,0,291.3064233,0.711970284,0.0124065,95194.24926,0,0,06/23/2004 0:00,06/22/2004 21:00,0,0
1911600,2004,6,-22.698538,-47.642881,321.4609,0,288.834156,0.564089575,0.010536451,95201.72657,0,0,06/23/2004 3:00,06/23/2004 0:00,0,0
1922400,2004,6,-22.698538,-47.642881,309.8102,0,285.6657869,0.510878764,0.009753417,95149.05091,0,0,06/23/2004 6:00,06/23/2004 3:00,0,0
1933200,2004,6,-22.698538,-47.642881,303.56467,0,283.9943622,0.655822153,0.009108468,95132.94316,0,0,06/23/2004 9:00,06/23/2004 6:00,0,0
1944000,2004,6,-22.698538,-47.642881,324.17712,100.8632712,288.7971329,0.50481205,0.011170167,95317.35921,0,0,06/23/2004 12:00,06/23/2004 9:00,0.416918155,98.90478132
1954800,2004,6,-22.698538,-47.642881,359.32825,502.9304353,296.8096855,0.505516351,0.012522696,95303.39033,0,0,06/23/2004 15:00,06/23/2004 12:00,0.69219045,297.6230084
1965600,2004,6,-22.698538,-47.642881,375.95645,498.8952002,298.4332526,0.239364322,0.011088009,95065.52629,0,0,06/23/2004 18:00,06/23/2004 15:00,0.472118976,75.6496493
1976400,2004,6,-22.698538,-47.642881,351.1914,138.0518341,295.9530872,0.652597675,0.011970448,95054.17004,0,0,06/23/2004 21:00,06/23/2004 18:00,0,138.0518341
1987200,2004,6,-22.698538,-47.642881,351.0462,0,290.7925367,0.76691911,0.011282946,95135.83348,0,0,06/24/2004 0:00,06/23/2004 21:00,0,0
1998000,2004,6,-22.698538,-47.642881,342.55942,0,287.673331,0.812119864,0.011450663,95051.65169,0,0,06/24/2004 3:00,06/24/2004 0:00,0,0
2008800,2004,6,-22.698538,-47.642881,336.0471,0,285.4643818,0.689327812,0.010731214,94937.65069,0,0,06/24/2004 6:00,06/24/2004 3:00,0,0
2019600,2004,6,-22.698538,-47.642881,329.1837,0,283.6788331,0.50666696,0.009818395,94906.04245,0,0,06/24/2004 9:00,06/24/2004 6:00,0,0
2030400,2004,6,-22.698538,-47.642881,305.49957,84.14014504,288.0314104,0.266199864,0.011972832,95060.91048,0,0,06/24/2004 12:00,06/24/2004 9:00,0.417099289,80.22360553
2041200,2004,6,-22.698538,-47.642881,342.64227,420.6686626,297.2692598,0.585920389,0.013775237,95006.07915,0,0,06/24/2004 15:00,06/24/2004 12:00,0.692407511,199.5550328
2052000,2004,6,-22.698538,-47.642881,359.4534,421.2437775,299.1319808,0.844928883,0.012575703,94822.53525,0,0,06/24/2004 18:00,06/24/2004 15:00,0.472307315,63.70015064
2062800,2004,6,-22.698538,-47.642881,350.30313,108.2066741,296.9083872,0.449884308,0.01309159,94801.40073,0,0,06/24/2004 21:00,06/24/2004 18:00,0,108.2066741
2073600,2004,6,-22.698538,-47.642881,334.964,0,291.282416,0.76495192,0.011918365,94853.72955,0,0,06/25/2004 0:00,06/24/2004 21:00,0,0
2084400,2004,6,-22.698538,-47.642881,322.40417,0,288.3111509,0.390054783,0.012096337,94877.98169,0,6.80E-06,06/25/2004 3:00,06/25/2004 0:00,0,0
2095200,2004,6,-22.698538,-47.642881,316.48337,0.015540108,286.7940839,0.403521143,0.011309826,94801.56253,0,0,06/25/2004 6:00,06/25/2004 3:00,0,0.015540108
2106000,2004,6,-22.698538,-47.642881,317.25552,0,286.1178178,0.389593048,0.010930284,94804.59246,0,0,06/25/2004 9:00,06/25/2004 6:00,0,0
2116800,2004,6,-22.698538,-47.642881,337.47495,39.21487625,289.6565524,0.287584402,0.012817533,95039.79034,0,0,06/25/2004 12:00,06/25/2004 9:00,0.417352739,39.21487625
2127600,2004,6,-22.698538,-47.642881,371.73322,236.5009082,298.3522263,0.567678508,0.016113637,94955.1633,0,3.32E-05,06/25/2004 15:00,06/25/2004 12:00,0.692711201,146.4020168
2138400,2004,6,-22.698538,-47.642881,389.91766,229.8010899,299.8033296,0.520676235,0.015323169,94776.2441,0,6.62E-05,06/25/2004 18:00,06/25/2004 15:00,0.472570839,35.28176003
2149200,2004,6,-22.698538,-47.642881,376.20364,52.5231411,297.8680092,0.293530579,0.015298406,94798.2957,0,5.13E-05,06/25/2004 21:00,06/25/2004 18:00,0,52.5231411
2160000,2004,6,-22.698538,-47.642881,357.5212,0,292.4968299,0.459361302,0.013690581,94906.36987,0,0,06/26/2004 0:00,06/25/2004 21:00,0,0
2170800,2004,6,-22.698538,-47.642881,338.59183,0,290.3909574,0.604763556,0.013545983,94979.68323,0,0,06/26/2004 3:00,06/26/2004 0:00,0,0
2181600,2004,6,-22.698538,-47.642881,328.39218,0,288.7478267,0.593980384,0.012610286,94916.20524,0,0,06/26/2004 6:00,06/26/2004 3:00,0,0
2192400,2004,6,-22.698538,-47.642881,321.47235,0,287.2768475,0.58331236,0.011699834,94914.76165,0,0,06/26/2004 9:00,06/26/2004 6:00,0,0
2203200,2004,6,-22.698538,-47.642881,331.89285,87.60904932,291.4748984,0.418769266,0.013915602,95119.93017,0,0,06/26/2004 12:00,06/26/2004 9:00,0.417678365,84.08256534
2214000,2004,6,-22.698538,-47.642881,365.05173,444.1217804,300.021674,0.832946716,0.016189119,95055.70549,0,0,06/26/2004 15:00,06/26/2004 12:00,0.693101324,217.3638194
2224800,2004,6,-22.698538,-47.642881,381.71893,459.1790622,301.8845353,0.785484032,0.014953387,94868.59674,0,0,06/26/2004 18:00,06/26/2004 15:00,0.472909399,69.34274629
2235600,2004,6,-22.698538,-47.642881,369.48535,115.5715896,299.7563559,0.396766694,0.015208686,94913.85568,0,0,06/26/2004 21:00,06/26/2004 18:00,0,115.5715896
2246400,2004,6,-22.698538,-47.642881,356.78467,0,295.3269048,0.383976992,0.014135779,94991.26179,0,0,06/27/2004 0:00,06/26/2004 21:00,0,0
2257200,2004,6,-22.698538,-47.642881,344.60092,0,291.3752385,0.676855507,0.012952772,94951.91934,0,0,06/27/2004 3:00,06/27/2004 0:00,0,0
2268000,2004,6,-22.698538,-47.642881,334.4496,0,288.8193725,0.673326417,0.011931032,94874.58579,0,0,06/27/2004 6:00,06/27/2004 3:00,0,0
2278800,2004,6,-22.698538,-47.642881,328.325,0,288.0348024,0.744695135,0.011274759,94939.52167,0,0,06/27/2004 9:00,06/27/2004 6:00,0,0
2289600,2004,6,-22.698538,-47.642881,339.55914,83.28211476,291.9956687,0.653844697,0.013036193,95120.09442,0,0,06/27/2004 12:00,06/27/2004 9:00,0.418075991,80.72297214
2300400,2004,6,-22.698538,-47.642881,363.48962,442.5900549,298.1975151,1.17189399,0.013579552,95125.73561,0,0,06/27/2004 15:00,06/27/2004 12:00,0.693577632,216.8847917
2311200,2004,6,-22.698538,-47.642881,373.0142,473.9235967,299.8530568,1.080341315,0.014160238,94961.30372,0,0,06/27/2004 18:00,06/27/2004 15:00,0.473322803,71.56086133
2322000,2004,6,-22.698538,-47.642881,362.45764,119.6486781,296.9552375,0.673828683,0.014135355,94976.23669,0,0,06/27/2004 21:00,06/27/2004 18:00,0,119.6486781
2332800,2004,6,-22.698538,-47.642881,354.67435,0,293.3291085,0.605214257,0.013236208,95050.60277,0,0,06/28/2004 0:00,06/27/2004 21:00,0,0
2343600,2004,6,-22.698538,-47.642881,346.96838,0,292.4253215,0.51565162,0.013006676,95027.46614,0,0,06/28/2004 3:00,06/28/2004 0:00,0,0
2354400,2004,6,-22.698538,-47.642881,340.6654,0,290.5679385,0.547371671,0.012382805,94942.52765,0,0,06/28/2004 6:00,06/28/2004 3:00,0,0
2365200,2004,6,-22.698538,-47.642881,337.36014,0,288.1307103,0.486004214,0.011556373,94937.26261,0,0,06/28/2004 9:00,06/28/2004 6:00,0,0
2376000,2004,6,-22.698538,-47.642881,348.33234,82.60388599,291.5497173,0.1660323,0.013581408,95116.01322,0,0,06/28/2004 12:00,06/28/2004 9:00,0.418545399,82.60388599
2386800,2004,6,-22.698538,-47.642881,383.4661,459.5479086,299.5559338,0.359247622,0.014740058,95066.06052,0,0,06/28/2004 15:00,06/28/2004 12:00,0.694139817,287.1745893
2397600,2004,6,-22.698538,-47.642881,398.04202,439.6503936,300.6372259,0.428860144,0.01469089,94884.00893,0,0,06/28/2004 18:00,06/28/2004 15:00,0.473810815,103.9841046
2408400,2004,6,-22.698538,-47.642881,386.66632,96.90151545,298.0491625,0.790662259,0.015157266,94945.83759,0,0,06/28/2004 21:00,06/28/2004 18:00,0,96.90151545
2419200,2004,6,-22.698538,-47.642881,374.9279,0,293.3639903,0.930170169,0.014321826,95080.82335,0,0,06/29/2004 0:00,06/28/2004 21:00,0,0
2430000,2004,6,-22.698538,-47.642881,370.03738,0,291.2811128,0.684261942,0.013090562,95082.87429,0,0,06/29/2004 3:00,06/29/2004 0:00,0,0
2440800,2004,6,-22.698538,-47.642881,375.71155,0,290.0098534,0.650429583,0.012781501,95030.01662,0,0,06/29/2004 6:00,06/29/2004 3:00,0,0
2451600,2004,6,-22.698538,-47.642881,371.883,0,288.6718163,0.641548912,0.012132257,95010.33059,0,0,06/29/2004 9:00,06/29/2004 6:00,0,0
2462400,2004,6,-22.698538,-47.642881,373.1518,65.79985561,290.0443535,0.612914156,0.012333688,95152.89006,0,0,06/29/2004 12:00,06/29/2004 9:00,0.419086333,65.79985561
2473200,2004,6,-22.698538,-47.642881,372.6916,454.4326189,299.21869,0.663919518,0.015078153,95153.11897,0,0,06/29/2004 15:00,06/29/2004 12:00,0.694787519,238.9279461
2484000,2004,6,-22.698538,-47.642881,387.8566,462.5985829,300.785233,0.67690122,0.014803834,94989.03625,0,0,06/29/2004 18:00,06/29/2004 15:00,0.47437316,69.75345019
2494800,2004,6,-22.698538,-47.642881,387.03113,97.72449816,298.8777132,0.510157038,0.014584983,95015.3367,0,0,06/29/2004 21:00,06/29/2004 18:00,0,97.72449816
2505600,2004,6,-22.698538,-47.642881,360.29358,0,293.6312277,0.59986763,0.013071069,95126.39653,0,0,06/30/2004 0:00,06/29/2004 21:00,0,0
2516400,2004,6,-22.698538,-47.642881,356.04343,0,289.65458,0.975471842,0.012127102,95162.91713,0,0,06/30/2004 3:00,06/30/2004 0:00,0,0
2527200,2004,6,-22.698538,-47.642881,351.48257,0,288.0769905,0.906117616,0.011388647,95104.17299,0,0,06/30/2004 6:00,06/30/2004 3:00,0,0
2538000,2004,6,-22.698538,-47.642881,333.3653,0,286.3995066,0.876170793,0.01050765,95078.67556,0,0,06/30/2004 9:00,06/30/2004 6:00,0,0
2548800,2004,6,-22.698538,-47.642881,330.9476,98.70796117,289.8987157,0.534301448,0.012091005,95242.83861,0,0,06/30/2004 12:00,06/30/2004 9:00,0.419698498,95.04523798
2559600,2004,6,-22.698538,-47.642881,360.87466,509.3087613,296.9632465,0.61032811,0.013192926,95244.11274,0,0,06/30/2004 15:00,06/30/2004 12:00,0.695520321,247.485266
2570400,2004,6,-22.698538,-47.642881,378.57202,524.044534,298.7869396,0.632360057,0.012973077,95003.59177,0,0,06/30/2004 18:00,06/30/2004 15:00,0.475009517,78.91053087
2581200,2004,6,-22.698538,-47.642881,376.2842,125.3461509,297.1701616,0.484255007,0.013247687,94977.27312,0,0,06/30/2004 21:00,06/30/2004 18:00,0,125.3461509
0,2004,7,-22.698538,-47.642881,353.19986,0,293.0498595,0.788995128,0.012875337,95066.41808,0,0,07/01/2004 0:00,06/30/2004 21:00,0,0
10800,2004,7,-22.698538,-47.642881,333.4374,0,288.8585285,0.648922128,0.011663413,95007.81027,0,0,07/01/2004 3:00,07/01/2004 0:00,0,0
21600,2004,7,-22.698538,-47.642881,323.28168,0,286.6501174,0.564825963,0.010809832,94926.46239,0,0,07/01/2004 6:00,07/01/2004 3:00,0,0
32400,2004,7,-22.698538,-47.642881,315.34406,0,285.1850579,0.590128417,0.010043617,94900.29514,0,0,07/01/2004 9:00,07/01/2004 6:00,0,0
43200,2004,7,-22.698538,-47.642881,325.33087,93.33461602,290.3075873,0.448495905,0.012282416,95064.60302,0,0,07/01/2004 12:00,07/01/2004 9:00,0.42038156,90.12865822
54000,2004,7,-22.698538,-47.642881,361.51288,481.5499892,299.7965638,1.020222706,0.015184392,95009.21342,0,0,07/01/2004 15:00,07/01/2004 12:00,0.696337753,239.7986622
64800,2004,7,-22.698538,-47.642881,374.17007,514.6714927,301.6094425,1.040252881,0.014749001,94796.45208,0,0,07/01/2004 18:00,07/01/2004 15:00,0.475719524,77.2316889
75600,2004,7,-22.698538,-47.642881,361.14532,131.7401984,298.2843195,0.640514111,0.014374554,94808.64655,0,0,07/01/2004 21:00,07/01/2004 18:00,0,131.7401984
86400,2004,7,-22.698538,-47.642881,344.71072,0,293.5083831,0.518637888,0.012899668,94926.51713,0,0,07/02/2004 0:00,07/01/2004 21:00,0,0
97200,2004,7,-22.698538,-47.642881,333.96286,0,290.7865602,0.34066953,0.013019575,94892.58361,0,0,07/02/2004 3:00,07/02/2004 0:00,0,0
108000,2004,7,-22.698538,-47.642881,320.99435,0,287.1770347,0.617146952,0.011580533,94759.57479,0,0,07/02/2004 6:00,07/02/2004 3:00,0,0
118800,2004,7,-22.698538,-47.642881,310.58325,0,284.8249068,0.604274243,0.010361341,94722.57648,0,0,07/02/2004 9:00,07/02/2004 6:00,0,0
129600,2004,7,-22.698538,-47.642881,322.66522,81.09782309,289.7822978,0.382545155,0.012833179,94922.77725,0,0,07/02/2004 12:00,07/02/2004 9:00,0.421135145,78.25997262
140400,2004,7,-22.698538,-47.642881,357.25696,418.5064601,298.4848267,0.772906163,0.014324717,94931.69625,0,0,07/02/2004 15:00,07/02/2004 12:00,0.69723929,206.7547134
151200,2004,7,-22.698538,-47.642881,369.59872,450.0946109,300.4729632,0.936449769,0.014498642,94745.66498,0,0,07/02/2004 18:00,07/02/2004 15:00,0.476502778,67.40313439
162000,2004,7,-22.698538,-47.642881,357.37442,116.9677726,297.6669133,0.538312026,0.014614281,94749.53545,0,0,07/02/2004 21:00,07/02/2004 18:00,0,116.9677726
172800,2004,7,-22.698538,-47.642881,340.08023,0,292.6444972,0.519696161,0.013147464,94835.5912,0,0,07/03/2004 0:00,07/02/2004 21:00,0,0
183600,2004,7,-22.698538,-47.642881,327.03198,0,290.2444967,0.679167602,0.0124286,94866.28476,0,0,07/03/2004 3:00,07/03/2004 0:00,0,0
194400,2004,7,-22.698538,-47.642881,315.8062,0,287.5048503,0.739629641,0.011272114,94752.61954,0,0,07/03/2004 6:00,07/03/2004 3:00,0,0
205200,2004,7,-22.698538,-47.642881,308.07275,0,285.7790911,0.718249664,0.010355592,94758.33664,0,0,07/03/2004 9:00,07/03/2004 6:00,0,0
216000,2004,7,-22.698538,-47.642881,321.995,92.28225824,291.024545,0.525868002,0.013108204,94971.30067,0,0,07/03/2004 12:00,07/03/2004 9:00,0.421958842,89.17293462
226800,2004,7,-22.698538,-47.642881,361.15408,478.3001973,300.5960388,1.108351987,0.015733736,94989.01731,0,0,07/03/2004 15:00,07/03/2004 12:00,0.698224353,236.9452894
237600,2004,7,-22.698538,-47.642881,375.7887,513.3552011,302.5773248,1.319208109,0.016251886,94802.58944,0,0,07/03/2004 18:00,07/03/2004 15:00,0.477358834,76.75704804
248400,2004,7,-22.698538,-47.642881,362.3962,133.6549359,298.9417382,0.867464519,0.015956536,94795.85612,0,0,07/03/2004 21:00,07/03/2004 18:00,0,133.6549359
259200,2004,7,-22.698538,-47.642881,345.6336,0,294.2919151,0.650060475,0.014323473,94863.99553,0,0,07/04/2004 0:00,07/03/2004 21:00,0,0
270000,2004,7,-22.698538,-47.642881,331.70514,0,290.8435275,0.699245349,0.01215717,94894.53775,0,0,07/04/2004 3:00,07/04/2004 0:00,0,0
280800,2004,7,-22.698538,-47.642881,320.56464,0,288.4280674,0.636737958,0.011201681,94816.80694,0,0,07/04/2004 6:00,07/04/2004 3:00,0,0
291600,2004,7,-22.698538,-47.642881,311.68906,0,285.9359625,0.697965153,0.010222458,94793.60933,0,0,07/04/2004 9:00,07/04/2004 6:00,0,0
302400,2004,7,-22.698538,-47.642881,322.69028,86.60796414,289.8948723,0.182356752,0.012845396,94988.18618,0,0,07/04/2004 12:00,07/04/2004 9:00,0.4228522,83.84475577
313200,2004,7,-22.698538,-47.642881,363.67548,449.5415422,298.9711153,0.450921198,0.015055531,95026.15676,0,0,07/04/2004 15:00,07/04/2004 12:00,0.699292308,225.4737669
324000,2004,7,-22.698538,-47.642881,379.52133,483.2572014,301.0682998,0.838589239,0.014852946,94767.92932,0,0,07/04/2004 18:00,07/04/2004 15:00,0.478287204,72.0853441
334800,2004,7,-22.698538,-47.642881,368.30392,125.0377367,299.1861193,0.502772001,0.014850489,94756.55746,0,0,07/04/2004 21:00,07/04/2004 18:00,0,125.0377367
345600,2004,7,-22.698538,-47.642881,351.32193,0,293.4320359,0.999412351,0.013642299,94836.21625,0,0,07/05/2004 0:00,07/04/2004 21:00,0,0
356400,2004,7,-22.698538,-47.642881,345.7312,0,288.9369594,0.844871473,0.01214733,94972.25895,0,0,07/05/2004 3:00,07/05/2004 0:00,0,0
367200,2004,7,-22.698538,-47.642881,349.0674,0,287.930325,0.845144426,0.012085455,94930.21711,0,0,07/05/2004 6:00,07/05/2004 3:00,0,0
378000,2004,7,-22.698538,-47.642881,350.99744,0,287.4549254,0.733460447,0.012022688,94915.36564,0,0,07/05/2004 9:00,07/05/2004 6:00,0,0
388800,2004,7,-22.698538,-47.642881,388.50183,32.82454752,289.2402326,0.888491591,0.012377769,95089.68755,0,0,07/05/2004 12:00,07/05/2004 9:00,0.423814731,32.82454752
399600,2004,7,-22.698538,-47.642881,387.44873,268.9946783,295.5045527,0.31620799,0.014929911,95067.53722,0,0,07/05/2004 15:00,07/05/2004 12:00,0.700442468,166.9030355
410400,2004,7,-22.698538,-47.642881,382.17538,319.6041444,298.223657,0.308275181,0.015493355,94915.35071,0,0,07/05/2004 18:00,07/05/2004 15:00,0.479287361,47.66149771
421200,2004,7,-22.698538,-47.642881,374.02756,78.57662969,295.8108069,0.709001428,0.015071337,94928.95336,0,0,07/05/2004 21:00,07/05/2004 18:00,0,78.57662969
432000,2004,7,-22.698538,-47.642881,375.87653,0,291.3385411,0.898547463,0.013900562,95020.62946,0,9.26E-06,07/06/2004 0:00,07/05/2004 21:00,0,0
442800,2004,7,-22.698538,-47.642881,379.88885,0,290.5327402,0.664531417,0.013995922,95042.51536,0,0,07/06/2004 3:00,07/06/2004 0:00,0,0
453600,2004,7,-22.698538,-47.642881,389.80435,0,289.7213928,0.645690276,0.013348998,94961.71967,0,0,07/06/2004 6:00,07/06/2004 3:00,0,0
464400,2004,7,-22.698538,-47.642881,395.0036,0,289.1724191,0.615491558,0.012792122,94905.77386,0,0,07/06/2004 9:00,07/06/2004 6:00,0,0
475200,2004,7,-22.698538,-47.642881,396.84488,50.41338716,290.0281034,0.789432662,0.012698522,95004.41651,0,0,07/06/2004 12:00,07/06/2004 9:00,0.424845908,50.41338716
486000,2004,7,-22.698538,-47.642881,394.41772,455.8863652,295.3637028,0.457000727,0.013417358,94938.81918,0,0,07/06/2004 15:00,07/06/2004 12:00,0.701674096,310.0248009
496800,2004,7,-22.698538,-47.642881,399.39294,521.2719509,298.2436148,0.170554884,0.013729103,94721.02838,0,0,07/06/2004 18:00,07/06/2004 15:00,0.480358735,77.43645694
507600,2004,7,-22.698538,-47.642881,391.70346,118.7245931,296.1898291,0.420091649,0.013772819,94673.47196,0,0,07/06/2004 21:00,07/06/2004 18:00,0,118.7245931
518400,2004,7,-22.698538,-47.642881,353.31244,0,290.7881978,0.429206827,0.012573611,94712.25508,0,0,07/07/2004 0:00,07/06/2004 21:00,0,0
529200,2004,7,-22.698538,-47.642881,331.67407,0,287.8044272,0.658621186,0.01147304,94630.35713,0,0,07/07/2004 3:00,07/07/2004 0:00,0,0
540000,2004,7,-22.698538,-47.642881,321.00342,0,285.8166979,0.556052035,0.010688884,94561.87349,0,0,07/07/2004 6:00,07/07/2004 3:00,0,0
550800,2004,7,-22.698538,-47.642881,314.89572,0,284.7308372,0.50232403,0.010055222,94523.42022,0,0,07/07/2004 9:00,07/07/2004 6:00,0,0
561600,2004,7,-22.698538,-47.642881,328.01276,94.27878634,290.813698,0.304371724,0.013044714,94669.15464,0,0,07/07/2004 12:00,07/07/2004 9:00,0.425945167,91.53424368
